Line#,Date,"Water Content (RXW-GP4A 21474793:22221785-3), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-4), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-9), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-10), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-5), *C, Soap","Water Content (RXW-GP4A 21474793:22221785-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22221785-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22221785-8), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-6), *C, Soap","Temperature (RXW-GP4A 21474793:22221785-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-3), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-10), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-9), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-5), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22094718-8), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-6), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-9), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-8), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-7), *C, Soap","Water Content (RXW-GP4A 21474793:22125551-1), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-5), *C, Soap","Temperature (RXW-GP4A 21474793:22125551-10), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-4), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22094718-2), m^3/m^3, Soap","Water Content (RXW-GP4A 21474793:22125551-2), m^3/m^3, Soap","Temperature (RXW-GP4A 21474793:22125551-6), *C, Soap","Temperature (RXW-GP4A 21474793:22094718-7), *C, Soap","Water Content (RXW-GP4A 21474793:22094718-3), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124508-2), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-11), *C, Soap","Water Content (RXW-GP4 21474793:21124508-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-10), *C, Soap","Temperature (RXW-GP4 21474793:21124508-6), *C, Soap","Water Content (RXW-GP4 21474793:21124508-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-8), *C, Soap","Water Content (RXW-GP4 21474793:21124508-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124508-7), *C, Soap","Temperature (RXW-GP4 21474793:21124508-5), *C, Soap","Temperature (RXW-GP4 21474793:21124508-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-4), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-9), *C, Soap","Water Content (RXW-GP4 21474793:21124505-1), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-10), *C, Soap","Temperature (RXW-GP4 21474793:21124505-5), *C, Soap","Temperature (RXW-GP4 21474793:21124505-11), *C, Soap","Temperature (RXW-GP4 21474793:21124505-6), *C, Soap","Water Content (RXW-GP4 21474793:21124505-2), m^3/m^3, Soap","Water Content (RXW-GP4 21474793:21124505-3), m^3/m^3, Soap","Temperature (RXW-GP4 21474793:21124505-7), *C, Soap","Temperature (RXW-GP4 21474793:21124505-8), *C, Soap"
904,02/12/25 08:10:00,0.179,0.149,6.5,7.1,4.1,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.8,5.6,0.097,7.8,7.0,9.3,9.3,8.6,0.087,6.5,9.5,0.374,0.102,0.115,8.1,7.9,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.7,0.000,7.5,6.8,0.0,0.524,7.0,0.338,7.0,5.3,7.5,6.0,0.309,0.435,6.3,6.5
905,02/12/25 08:15:00,0.179,0.149,6.5,7.1,4.1,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.8,5.6,0.096,7.8,7.1,9.4,9.1,8.6,0.087,6.5,9.4,0.374,0.102,0.115,8.1,7.9,0.224,0.431,0.0,0.000,0.0,7.2,0.375,7.6,0.000,7.6,6.8,0.0,0.524,7.0,0.338,7.0,5.3,7.5,6.0,0.308,0.435,6.3,6.5
906,02/12/25 08:20:00,0.179,0.149,6.5,7.3,4.1,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.6,0.097,7.8,7.0,9.4,9.3,8.6,0.088,6.4,9.5,0.374,0.102,0.115,8.0,7.9,0.224,0.431,7.8,0.514,7.8,7.2,0.375,7.6,0.445,7.6,6.8,7.5,0.524,7.0,0.338,7.1,5.2,7.5,6.0,0.308,0.435,6.3,6.6
907,02/12/25 08:25:00,0.179,0.149,6.5,7.1,4.1,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.8,5.6,0.097,7.8,7.0,9.3,9.1,8.6,0.088,6.4,9.5,0.374,0.102,0.115,8.0,7.9,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.6,0.444,7.6,6.8,7.5,0.524,7.0,0.338,7.0,5.3,7.5,5.8,0.309,0.435,6.5,6.5
908,02/12/25 08:30:00,0.179,0.149,6.5,7.1,4.1,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.5,0.097,7.9,7.0,9.4,9.1,8.5,0.088,6.4,9.4,0.374,0.102,0.115,8.0,7.9,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.442,7.6,6.7,7.5,0.524,7.0,0.338,7.0,5.2,7.5,5.8,0.309,0.435,6.3,6.6
909,02/12/25 08:35:00,0.179,0.149,6.5,7.1,4.1,0.003,0.008,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.5,0.096,7.9,7.0,9.4,9.1,8.6,0.087,6.4,9.4,0.374,0.102,0.115,8.0,7.9,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.444,7.5,6.7,7.5,0.524,7.0,0.338,7.0,5.2,7.5,5.8,0.308,0.435,6.3,6.6
910,02/12/25 08:40:00,0.179,0.149,6.5,7.1,4.0,0.002,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.8,5.5,0.096,7.9,6.9,9.4,9.3,8.5,0.087,6.4,9.5,0.374,0.102,0.115,7.9,7.9,0.224,0.431,7.8,0.514,7.6,7.1,0.375,7.7,0.445,7.6,6.7,7.5,0.524,7.0,0.338,7.0,5.2,7.5,5.8,0.309,0.435,6.3,6.6
911,02/12/25 08:45:00,0.179,0.149,6.5,7.1,4.0,0.003,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.8,5.4,0.097,7.8,7.0,9.4,9.3,8.5,0.088,6.3,9.5,0.374,0.102,0.115,7.9,7.9,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.7,0.000,7.6,6.7,0.0,0.524,7.0,0.338,7.0,5.2,7.5,6.0,0.309,0.435,6.3,6.5
912,02/12/25 08:50:00,0.179,0.149,6.5,7.1,4.0,0.003,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.8,5.4,0.096,7.9,6.9,9.3,9.3,8.6,0.088,6.3,9.5,0.374,0.102,0.115,7.9,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.6,0.444,7.6,6.7,7.5,0.524,7.0,0.338,7.0,5.2,7.5,6.0,0.309,0.435,6.3,6.6
913,02/12/25 08:55:00,0.179,0.149,6.5,7.1,4.0,0.003,0.007,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.4,0.097,7.8,6.9,9.4,9.1,8.5,0.088,6.3,9.5,0.374,0.102,0.115,7.9,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.442,7.6,6.7,7.5,0.524,7.0,0.338,7.0,5.2,7.5,5.8,0.309,0.435,6.3,6.5
914,02/12/25 09:00:00,0.179,0.149,6.5,7.1,4.0,0.002,0.007,5.8,5.1,5.5,0.284,0.049,7.8,7.8,5.4,0.097,7.9,6.9,9.3,9.3,8.5,0.088,6.3,9.5,0.374,0.102,0.115,7.9,7.9,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.7,0.000,7.6,6.7,0.0,0.524,7.0,0.338,7.0,5.2,7.5,5.8,0.309,0.435,6.5,6.6
915,02/12/25 09:05:00,0.179,0.149,6.5,7.1,4.0,0.003,0.008,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.4,0.097,7.9,6.9,9.4,9.3,8.5,0.088,6.3,9.5,0.374,0.102,0.115,7.8,7.8,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.7,0.000,7.5,6.7,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.5,6.6
916,02/12/25 09:10:00,0.179,0.149,6.5,7.1,4.0,0.002,0.008,5.9,5.3,5.5,0.284,0.049,7.8,7.9,5.4,0.096,7.9,6.9,9.3,9.1,8.5,0.087,6.3,9.5,0.374,0.102,0.115,7.9,7.8,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.6,0.000,7.5,6.6,0.0,0.524,7.0,0.338,7.1,5.2,7.5,5.8,0.309,0.435,6.3,6.6
917,02/12/25 09:15:00,0.179,0.149,6.5,7.1,4.0,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.4,0.096,7.8,6.9,9.4,9.3,8.5,0.088,6.1,9.5,0.374,0.102,0.114,7.8,7.8,0.224,0.431,0.0,0.000,0.0,7.1,0.375,7.7,0.000,7.6,6.6,0.0,0.524,7.0,0.338,7.0,5.1,7.5,5.8,0.309,0.435,6.3,6.6
918,02/12/25 09:20:00,0.179,0.149,6.5,7.1,4.0,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.3,0.096,7.8,6.8,9.4,9.3,8.5,0.088,6.1,9.5,0.374,0.102,0.115,7.8,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.444,7.6,6.6,7.5,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.309,0.435,6.3,6.6
919,02/12/25 09:25:00,0.179,0.149,6.5,7.1,3.9,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.3,0.096,7.8,6.8,9.4,9.3,8.5,0.088,6.1,9.5,0.374,0.102,0.115,7.8,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.444,7.6,6.6,7.5,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.3,6.6
920,02/12/25 09:30:00,0.179,0.149,6.5,7.1,3.9,0.003,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.3,0.096,7.8,6.8,9.3,9.1,8.5,0.087,6.1,9.5,0.374,0.102,0.115,7.8,7.8,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.6,0.000,7.5,6.6,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.3,6.5
921,02/12/25 09:35:00,0.179,0.149,6.5,7.1,3.9,0.002,0.008,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.3,0.096,7.8,6.9,9.4,9.1,8.5,0.087,6.0,9.4,0.374,0.102,0.114,7.8,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.444,7.6,6.6,7.5,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.309,0.435,6.3,6.6
922,02/12/25 09:40:00,0.179,0.149,6.5,7.1,3.9,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.3,0.096,7.8,6.8,9.4,9.1,8.5,0.087,6.0,9.5,0.374,0.102,0.114,7.8,7.8,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.6,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.3,6.6
923,02/12/25 09:45:00,0.179,0.149,6.5,7.1,3.9,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.1,0.096,7.8,6.6,9.4,9.3,8.5,0.087,6.0,9.5,0.374,0.102,0.115,7.6,7.8,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.6,0.000,7.5,6.5,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.3,6.5
924,02/12/25 09:50:00,0.179,0.149,6.5,7.1,3.9,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.1,0.096,7.9,6.8,9.3,9.3,8.5,0.087,6.0,9.5,0.374,0.102,0.114,7.6,7.8,0.224,0.431,7.8,0.514,7.8,7.1,0.375,7.7,0.444,7.6,6.5,7.5,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.309,0.435,6.3,6.6
925,02/12/25 09:55:00,0.179,0.149,6.5,7.3,3.9,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.1,0.096,7.9,6.6,9.4,9.3,8.5,0.087,6.0,9.4,0.374,0.102,0.115,7.6,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.6,6.5,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.7,0.308,0.435,6.3,6.6
926,02/12/25 10:00:00,0.179,0.149,6.5,7.1,3.9,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.1,0.096,7.9,6.6,9.4,9.1,8.5,0.087,5.9,9.5,0.374,0.102,0.114,7.6,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.6,6.5,0.0,0.524,7.0,0.337,7.0,5.1,7.5,5.8,0.308,0.435,6.3,6.6
927,02/12/25 10:05:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.8,6.6,9.4,9.3,8.4,0.087,5.9,9.5,0.374,0.102,0.114,7.6,7.8,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.6,6.5,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.5,6.6
928,02/12/25 10:10:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.1,5.5,0.284,0.049,7.8,7.9,5.1,0.096,7.8,6.6,9.4,9.1,8.4,0.087,5.9,9.5,0.374,0.102,0.114,7.6,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.5,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
929,02/12/25 10:15:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.8,5.1,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.8,6.6,9.4,9.3,8.4,0.087,5.9,9.5,0.374,0.102,0.115,7.5,7.8,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.5,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
930,02/12/25 10:20:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.8,5.0,0.096,7.8,6.6,9.4,9.3,8.4,0.087,5.9,9.5,0.374,0.102,0.114,7.5,7.6,0.224,0.431,7.8,0.514,7.8,7.0,0.375,7.7,0.444,7.5,6.3,7.5,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
931,02/12/25 10:25:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.8,6.5,9.4,9.3,8.4,0.087,5.8,9.5,0.374,0.101,0.114,7.5,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.5,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
932,02/12/25 10:30:00,0.179,0.149,6.5,7.1,3.8,0.002,0.008,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.9,6.5,9.4,9.1,8.4,0.087,5.8,9.5,0.374,0.102,0.115,7.5,7.6,0.224,0.431,0.0,0.000,0.0,6.8,0.375,7.7,0.000,7.6,6.3,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
933,02/12/25 10:35:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.8,6.5,9.4,9.3,8.4,0.087,5.8,9.5,0.374,0.102,0.114,7.5,7.6,0.224,0.431,0.0,0.000,0.0,6.8,0.375,7.7,0.000,7.5,6.3,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.5
934,02/12/25 10:40:00,0.179,0.149,6.5,7.3,3.8,0.002,0.008,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.9,0.096,7.8,6.5,9.4,9.3,8.4,0.087,5.8,9.5,0.374,0.102,0.114,7.5,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.3,0.0,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
935,02/12/25 10:45:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,5.0,0.096,7.8,6.5,9.3,9.1,8.4,0.087,5.8,9.5,0.374,0.102,0.114,7.4,7.6,0.224,0.431,0.0,0.000,0.0,7.0,0.375,7.7,0.000,7.5,6.3,0.0,0.524,7.0,0.337,7.0,5.0,7.5,5.7,0.308,0.435,6.3,6.6
936,02/12/25 10:50:00,0.179,0.149,6.5,7.1,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.9,0.096,7.8,6.4,9.4,9.3,8.3,0.087,5.6,9.5,0.374,0.102,0.114,7.4,7.6,0.224,0.431,7.8,0.514,7.8,6.8,0.374,7.7,0.442,7.5,6.3,7.5,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
937,02/12/25 10:55:00,0.179,0.149,6.5,7.1,3.8,0.003,0.008,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.9,0.096,7.8,6.5,9.3,9.1,8.4,0.087,5.6,9.5,0.374,0.102,0.114,7.4,7.5,0.224,0.431,7.8,0.514,7.8,7.0,0.374,7.7,0.442,7.5,6.3,7.5,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
938,02/12/25 11:00:00,0.179,0.149,6.5,7.1,3.6,0.003,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.9,0.096,7.8,6.4,9.4,9.1,8.4,0.087,5.6,9.5,0.374,0.101,0.114,7.4,7.6,0.224,0.431,0.0,0.000,0.0,6.8,0.375,7.7,0.000,7.6,6.2,0.0,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
939,02/12/25 11:05:00,0.179,0.149,6.5,7.3,3.8,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.5,9.4,9.1,8.3,0.087,5.6,9.5,0.374,0.101,0.114,7.4,7.5,0.224,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.3,0.0,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
940,02/12/25 11:10:00,0.179,0.149,6.5,7.1,3.6,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.4,9.4,9.1,8.3,0.087,5.6,9.5,0.374,0.101,0.114,7.3,7.5,0.224,0.431,0.0,0.000,0.0,6.8,0.375,7.7,0.000,7.6,6.2,0.0,0.524,7.0,0.336,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
941,02/12/25 11:15:00,0.179,0.149,6.5,7.1,3.6,0.002,0.008,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.3,9.4,9.3,8.3,0.087,5.5,9.5,0.374,0.101,0.114,7.3,7.5,0.224,0.431,7.8,0.514,7.8,6.8,0.374,7.7,0.444,7.5,6.2,7.5,0.524,7.0,0.337,7.0,4.8,7.5,5.7,0.308,0.435,6.3,6.6
942,02/12/25 11:20:00,0.179,0.149,6.5,7.1,3.6,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.4,9.4,9.1,8.3,0.087,5.5,9.5,0.374,0.101,0.114,7.3,7.5,0.224,0.431,7.8,0.514,7.8,6.8,0.374,7.7,0.444,7.5,6.2,7.5,0.524,7.0,0.337,7.0,4.7,7.5,5.7,0.308,0.435,6.3,6.6
943,02/12/25 11:25:00,0.179,0.149,6.5,7.1,3.6,0.002,0.007,5.9,5.0,5.5,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.5,9.5,0.374,0.101,0.114,7.3,7.5,0.224,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.2,0.0,0.524,7.0,0.337,7.0,4.7,7.5,5.7,0.308,0.435,6.3,6.6
944,02/12/25 11:30:00,0.179,0.149,6.5,7.3,3.6,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.8,0.096,7.8,6.4,9.4,9.3,8.3,0.087,5.4,9.5,0.374,0.101,0.114,7.3,7.5,0.223,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.2,0.0,0.524,7.0,0.337,7.1,4.8,7.5,5.7,0.308,0.435,6.3,6.5
945,02/12/25 11:35:00,0.179,0.149,6.5,7.1,3.6,0.002,0.007,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.4,9.5,0.374,0.101,0.114,7.3,7.5,0.223,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.2,0.0,0.524,7.0,0.336,7.0,4.8,7.5,5.6,0.308,0.435,6.3,6.6
946,02/12/25 11:40:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.4,9.4,0.374,0.101,0.114,7.1,7.5,0.224,0.431,7.8,0.514,7.8,6.8,0.374,7.7,0.444,7.5,6.2,7.5,0.524,7.0,0.337,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.5
947,02/12/25 11:45:00,0.179,0.149,6.5,7.1,3.6,0.002,0.008,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.4,9.5,0.374,0.102,0.114,7.3,7.4,0.224,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.2,0.0,0.524,7.0,0.336,7.0,4.7,7.5,5.7,0.308,0.435,6.3,6.6
948,02/12/25 11:50:00,0.179,0.149,6.5,7.1,3.6,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.5,0.224,0.431,7.8,0.514,7.8,6.8,0.374,7.6,0.442,7.5,6.2,7.5,0.524,7.0,0.336,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.6
949,02/12/25 11:55:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.3,9.4,9.1,8.3,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.5,0.224,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.2,0.0,0.524,7.0,0.336,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.6
950,02/12/25 12:00:00,0.179,0.149,6.5,7.1,3.5,0.002,0.008,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.1,9.4,9.1,8.3,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.4,0.224,0.431,0.0,0.000,0.0,6.8,0.374,7.7,0.000,7.5,6.1,0.0,0.524,7.0,0.336,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.6
951,02/12/25 12:05:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.1,9.4,9.1,8.1,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.4,0.223,0.431,0.0,0.000,0.0,6.7,0.374,7.7,0.000,7.5,6.1,0.0,0.524,7.0,0.336,7.0,4.6,7.5,5.6,0.308,0.435,6.3,6.6
952,02/12/25 12:10:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.6,0.096,7.8,6.1,9.4,9.1,8.3,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.5,0.223,0.431,0.0,0.000,0.0,6.7,0.374,7.7,0.000,7.5,6.1,0.0,0.524,7.0,0.336,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.6
953,02/12/25 12:15:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.8,4.9,5.4,0.284,0.049,7.8,7.9,4.5,0.096,7.8,6.1,9.4,9.1,8.1,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.4,0.223,0.430,7.8,0.514,7.8,6.7,0.374,7.7,0.444,7.5,6.1,7.5,0.524,7.0,0.336,7.0,4.7,7.5,5.6,0.308,0.435,6.3,6.6
954,02/12/25 12:20:00,0.179,0.149,6.6,7.1,3.5,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.6,0.096,7.6,6.1,9.4,9.1,8.1,0.087,5.3,9.5,0.374,0.101,0.114,7.1,7.4,0.224,0.431,0.0,0.000,0.0,6.7,0.374,7.7,0.000,7.5,6.1,0.0,0.524,7.0,0.336,7.1,4.6,7.5,5.6,0.308,0.435,6.3,6.6
955,02/12/25 12:25:00,0.179,0.149,6.5,7.1,3.5,0.002,0.008,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.5,0.096,7.8,6.1,9.4,9.1,8.1,0.087,5.3,9.5,0.374,0.101,0.114,7.0,7.4,0.223,0.431,0.0,0.000,0.0,6.7,0.374,7.7,0.000,7.5,6.0,0.0,0.524,7.0,0.336,7.0,4.6,7.5,5.6,0.308,0.435,6.3,6.6
956,02/12/25 12:30:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.5,0.284,0.049,7.8,7.9,4.5,0.096,7.8,6.1,9.4,9.1,8.1,0.087,5.1,9.5,0.374,0.101,0.114,7.0,7.4,0.223,0.431,0.0,0.000,0.0,6.7,0.373,7.7,0.000,7.5,6.1,0.0,0.524,7.0,0.336,7.0,4.6,7.5,5.6,0.308,0.435,6.3,6.6
957,02/12/25 12:35:00,0.179,0.149,6.5,7.1,3.4,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.5,0.096,7.6,6.1,9.4,9.1,8.1,0.087,5.1,9.5,0.374,0.101,0.114,7.0,7.4,0.223,0.431,0.0,0.000,0.0,6.7,0.373,7.7,0.000,7.5,6.0,0.0,0.524,7.0,0.336,7.0,4.6,7.5,5.6,0.308,0.435,6.3,6.5
958,02/12/25 12:40:00,0.179,0.149,6.5,7.1,3.5,0.002,0.007,5.9,4.9,5.4,0.284,0.049,7.8,7.9,4.5,0.096,7.8,6.1,9.4,9.1,8.1,0.087,5.1,9.5,0.374,0.101,0.114,7.0,7.4,0.223,0.431,0.0,0.000,0.0,6.7,0.373,7.7,0.000,7.5,6.0,0.0,0.524,7.0,0.336,7.0,4.6,7.5,5.6,0.308,0.435,6.3,6.6
